order_item_sk,order_item_id,order_id,order_date_sk,customer_sk,product_sk,channel_sk,store_sk,billing_address_sk,shipping_address_sk,status,currency_code,quantity,unit_price,discount_amount,gross_amount,net_amount,subtotal,tax_amount,shipping_fee,total_amount
13591,5000013590,1000010112,0,424,2,1,0,1512,478,FULFILLED,ARS,2,15000.0,600.0,30000.0,29400.0,43575.0,9150.75,900.0,53625.75
13592,5000013591,1000010112,0,424,2,1,0,1512,478,FULFILLED,ARS,1,15750.0,1575.0,15750.0,14175.0,43575.0,9150.75,900.0,53625.75
13593,5000013592,1000010113,0,350,1,2,3,3009,3,FULFILLED,ARS,2,12000.0,2400.0,24000.0,21600.0,21600.0,4536.0,0.0,26136.0
13594,5000013593,1000010114,0,731,1,1,0,610,1465,FULFILLED,ARS,1,12000.0,0.0,12000.0,12000.0,61680.0,12952.8,900.0,75532.8
13595,5000013594,1000010114,0,731,2,1,0,610,1465,FULFILLED,ARS,2,13500.0,0.0,27000.0,27000.0,61680.0,12952.8,900.0,75532.8
13596,5000013595,1000010114,0,731,1,1,0,610,1465,FULFILLED,ARS,2,12600.0,2520.0,25200.0,22680.0,61680.0,12952.8,900.0,75532.8
13597,5000013596,1000010115,0,557,2,2,2,2802,2,FULFILLED,ARS,3,16500.0,990.0,49500.0,48510.0,116550.0,24475.5,0.0,141025.5
13598,5000013597,1000010115,0,557,1,2,2,2802,2,FULFILLED,ARS,3,10800.0,0.0,32400.0,32400.0,116550.0,24475.5,0.0,141025.5
13599,5000013598,1000010115,0,557,1,2,2,2802,2,FULFILLED,ARS,3,13200.0,3960.0,39600.0,35640.0,116550.0,24475.5,0.0,141025.5
13600,5000013599,1000010116,0,1174,1,2,1,759,1,CREATED,ARS,2,12600.0,504.0,25200.0,24696.0,24696.0,5186.16,0.0,29882.16
13601,5000013600,1000010117,0,745,2,1,0,317,304,FULFILLED,ARS,1,16500.0,825.0,16500.0,15675.0,55785.0,11714.85,900.0,68399.85
13602,5000013601,1000010117,0,745,2,1,0,317,304,FULFILLED,ARS,2,15750.0,3150.0,31500.0,28350.0,55785.0,11714.85,900.0,68399.85
13603,5000013602,1000010117,0,745,1,1,0,317,304,FULFILLED,ARS,1,12000.0,240.0,12000.0,11760.0,55785.0,11714.85,900.0,68399.85
13604,5000013603,1000010118,0,492,1,1,0,2832,2960,FULFILLED,ARS,3,12000.0,3600.0,36000.0,32400.0,32400.0,6804.0,1500.0,40704.0
13605,5000013604,1000010119,0,835,2,2,4,1583,4,FULFILLED,ARS,1,16500.0,330.0,16500.0,16170.0,27510.0,5777.1,0.0,33287.1
13606,5000013605,1000010119,0,835,1,2,4,1583,4,FULFILLED,ARS,1,12600.0,1260.0,12600.0,11340.0,27510.0,5777.1,0.0,33287.1
13607,5000013606,1000010120,0,196,1,1,0,1000,2488,FULFILLED,ARS,3,12000.0,720.0,36000.0,35280.0,35280.0,7408.8,1200.0,43888.8
13608,5000013607,1000010121,0,1468,2,2,2,0,2,PAID,ARS,2,13500.0,2700.0,27000.0,24300.0,37800.0,7938.0,0.0,45738.0
13609,5000013608,1000010121,0,1468,2,2,2,0,2,PAID,ARS,1,15000.0,1500.0,15000.0,13500.0,37800.0,7938.0,0.0,45738.0
13610,5000013609,1000010122,0,19,1,2,2,1263,2,FULFILLED,ARS,1,12000.0,240.0,12000.0,11760.0,38220.0,8026.2,0.0,46246.2
13611,5000013610,1000010122,0,19,2,2,2,1263,2,FULFILLED,ARS,2,13500.0,540.0,27000.0,26460.0,38220.0,8026.2,0.0,46246.2
13612,5000013611,1000010123,0,1042,1,1,0,0,289,FULFILLED,ARS,3,12000.0,3600.0,36000.0,32400.0,32400.0,6804.0,1500.0,40704.0
13613,5000013612,1000010124,0,495,2,1,0,1066,1751,FULFILLED,ARS,1,15000.0,0.0,15000.0,15000.0,15000.0,3150.0,900.0,19050.0
13614,5000013613,1000010125,0,743,2,2,1,2679,1,PAID,ARS,2,15000.0,3000.0,30000.0,27000.0,27000.0,5670.0,0.0,32670.0
13615,5000013614,1000010126,0,505,2,2,2,2317,2,FULFILLED,ARS,3,15750.0,0.0,47250.0,47250.0,82530.0,17331.3,0.0,99861.3
13616,5000013615,1000010126,0,505,1,2,2,2317,2,FULFILLED,ARS,3,12000.0,720.0,36000.0,35280.0,82530.0,17331.3,0.0,99861.3
13617,5000013616,1000010127,0,474,1,1,0,2959,1897,FULFILLED,ARS,3,12000.0,0.0,36000.0,36000.0,36000.0,7560.0,900.0,44460.0
13618,5000013617,1000010128,0,51,1,1,0,2493,1260,PAID,ARS,1,10800.0,0.0,10800.0,10800.0,36450.0,7654.5,900.0,45004.5
13619,5000013618,1000010128,0,51,2,1,0,2493,1260,PAID,ARS,2,13500.0,1350.0,27000.0,25650.0,36450.0,7654.5,900.0,45004.5
13620,5000013619,1000010129,0,882,1,1,0,2520,2820,PAID,ARS,3,12000.0,1800.0,36000.0,34200.0,34200.0,7182.0,1200.0,42582.0
13621,5000013620,1000010130,0,77,2,2,1,1758,1,FULFILLED,ARS,2,15000.0,1500.0,30000.0,28500.0,51180.0,10747.8,0.0,61927.8
13622,5000013621,1000010130,0,77,1,2,1,1758,1,FULFILLED,ARS,2,12600.0,2520.0,25200.0,22680.0,51180.0,10747.8,0.0,61927.8
13623,5000013622,1000010131,0,348,1,2,4,0,4,FULFILLED,ARS,3,10800.0,1620.0,32400.0,30780.0,63180.0,13267.8,0.0,76447.8
13624,5000013623,1000010131,0,348,1,2,4,0,4,FULFILLED,ARS,3,12000.0,3600.0,36000.0,32400.0,63180.0,13267.8,0.0,76447.8
13625,5000013624,1000010132,0,1381,1,1,0,740,218,FULFILLED,ARS,3,12000.0,720.0,36000.0,35280.0,83280.0,17488.8,900.0,101668.8
13626,5000013625,1000010132,0,1381,1,1,0,740,218,FULFILLED,ARS,2,12000.0,0.0,24000.0,24000.0,83280.0,17488.8,900.0,101668.8
13627,5000013626,1000010132,0,1381,1,1,0,740,218,FULFILLED,ARS,2,12000.0,0.0,24000.0,24000.0,83280.0,17488.8,900.0,101668.8
13628,5000013627,1000010133,0,552,1,1,0,43,2700,CANCELLED,ARS,1,12600.0,252.0,12600.0,12348.0,12348.0,2593.08,1200.0,16141.08
13629,5000013628,1000010134,0,1184,1,1,0,0,1200,FULFILLED,ARS,2,13200.0,0.0,26400.0,26400.0,26400.0,5544.0,1500.0,33444.0
13630,5000013629,1000010135,0,873,1,1,0,1022,356,PAID,ARS,3,12000.0,1800.0,36000.0,34200.0,34200.0,7182.0,1200.0,42582.0
13631,5000013630,1000010136,0,744,2,1,0,2533,2220,REFUNDED,ARS,2,15000.0,3000.0,30000.0,27000.0,27000.0,5670.0,0.0,32670.0
13632,5000013631,1000010137,0,284,1,2,4,300,4,FULFILLED,ARS,3,12000.0,1800.0,36000.0,34200.0,34200.0,7182.0,0.0,41382.0
13633,5000013632,1000010138,0,858,1,2,4,1832,4,FULFILLED,ARS,2,12000.0,1200.0,24000.0,22800.0,65325.0,13718.25,0.0,79043.25
13634,5000013633,1000010138,0,858,2,2,4,1832,4,FULFILLED,ARS,3,15750.0,4725.0,47250.0,42525.0,65325.0,13718.25,0.0,79043.25
13635,5000013634,1000010139,0,462,1,1,0,1640,2672,PAID,ARS,2,12000.0,480.0,24000.0,23520.0,23520.0,4939.2,900.0,29359.2
13636,5000013635,1000010140,0,1489,1,2,4,1582,4,FULFILLED,ARS,3,12000.0,1800.0,36000.0,34200.0,34200.0,7182.0,0.0,41382.0
13637,5000013636,1000010141,0,954,1,2,4,3046,4,FULFILLED,ARS,3,12000.0,1800.0,36000.0,34200.0,34200.0,7182.0,0.0,41382.0
13638,5000013637,1000010142,0,897,1,2,2,2715,2,FULFILLED,ARS,3,12000.0,0.0,36000.0,36000.0,80100.0,16821.0,0.0,96921.0
13639,5000013638,1000010142,0,897,2,2,2,2715,2,FULFILLED,ARS,3,15000.0,900.0,45000.0,44100.0,80100.0,16821.0,0.0,96921.0
13640,5000013639,1000010143,0,715,2,1,0,0,1856,FULFILLED,ARS,2,15750.0,1575.0,31500.0,29925.0,95835.0,20125.35,1500.0,117460.35
13641,5000013640,1000010143,0,715,2,1,0,0,1856,FULFILLED,ARS,2,15000.0,0.0,30000.0,30000.0,95835.0,20125.35,1500.0,117460.35
13642,5000013641,1000010143,0,715,1,1,0,0,1856,FULFILLED,ARS,3,12600.0,1890.0,37800.0,35910.0,95835.0,20125.35,1500.0,117460.35
13643,5000013642,1000010144,0,498,1,1,0,2279,889,PAID,ARS,3,12000.0,720.0,36000.0,35280.0,35280.0,7408.8,1500.0,44188.8
13644,5000013643,1000010145,0,971,1,1,0,325,656,CANCELLED,ARS,1,13200.0,264.0,13200.0,12936.0,42936.0,9016.56,0.0,51952.56
13645,5000013644,1000010145,0,971,2,1,0,325,656,CANCELLED,ARS,2,15000.0,0.0,30000.0,30000.0,42936.0,9016.56,0.0,51952.56
13646,5000013645,1000010146,0,878,2,2,4,3001,4,FULFILLED,ARS,3,16500.0,0.0,49500.0,49500.0,49500.0,10395.0,0.0,59895.0
13647,5000013646,1000010147,0,16,1,2,3,1292,3,FULFILLED,ARS,1,12000.0,0.0,12000.0,12000.0,12000.0,2520.0,0.0,14520.0
13648,5000013647,1000010148,0,1491,2,2,2,301,2,CANCELLED,ARS,3,15000.0,0.0,45000.0,45000.0,67800.0,14238.0,0.0,82038.0
13649,5000013648,1000010148,0,1491,1,2,2,301,2,CANCELLED,ARS,2,12000.0,1200.0,24000.0,22800.0,67800.0,14238.0,0.0,82038.0
13650,5000013649,1000010149,0,404,2,2,1,31,1,FULFILLED,ARS,2,15750.0,3150.0,31500.0,28350.0,28350.0,5953.5,0.0,34303.5
13651,5000013650,1000010150,0,177,2,1,0,2067,631,FULFILLED,ARS,3,15000.0,900.0,45000.0,44100.0,44100.0,9261.0,1500.0,54861.0
13652,5000013651,1000010151,0,1445,1,1,0,693,2863,FULFILLED,ARS,2,12000.0,2400.0,24000.0,21600.0,21600.0,4536.0,900.0,27036.0
13653,5000013652,1000010152,0,409,2,1,0,1004,1969,FULFILLED,ARS,3,15000.0,2250.0,45000.0,42750.0,42750.0,8977.5,900.0,52627.5
13654,5000013653,1000010153,0,1073,2,2,4,827,4,REFUNDED,ARS,1,15000.0,1500.0,15000.0,13500.0,13500.0,2835.0,0.0,16335.0
13655,5000013654,1000010154,0,692,1,2,4,2973,4,PAID,ARS,2,12000.0,2400.0,24000.0,21600.0,21600.0,4536.0,0.0,26136.0
13656,5000013655,1000010155,0,1230,2,1,0,554,1612,FULFILLED,ARS,1,13500.0,675.0,13500.0,12825.0,12825.0,2693.25,1200.0,16718.25
13657,5000013656,1000010156,0,1488,1,1,0,1364,175,FULFILLED,ARS,1,10800.0,1080.0,10800.0,9720.0,32520.0,6829.2,900.0,40249.2
13658,5000013657,1000010156,0,1488,1,1,0,1364,175,FULFILLED,ARS,2,12000.0,1200.0,24000.0,22800.0,32520.0,6829.2,900.0,40249.2
13659,5000013658,1000010157,0,1203,2,1,0,0,1524,FULFILLED,ARS,2,13500.0,540.0,27000.0,26460.0,57960.0,12171.6,900.0,71031.6
13660,5000013659,1000010157,0,1203,2,1,0,0,1524,FULFILLED,ARS,2,15750.0,0.0,31500.0,31500.0,57960.0,12171.6,900.0,71031.6
13661,5000013660,1000010158,0,46,1,1,0,2644,20,FULFILLED,ARS,1,10800.0,0.0,10800.0,10800.0,10800.0,2268.0,900.0,13968.0
13662,5000013661,1000010159,0,757,2,1,0,846,2053,FULFILLED,ARS,3,15000.0,0.0,45000.0,45000.0,45000.0,9450.0,900.0,55350.0
13663,5000013662,1000010160,0,248,1,1,0,2560,3078,FULFILLED,ARS,1,12000.0,1200.0,12000.0,10800.0,10800.0,2268.0,1200.0,14268.0
13664,5000013663,1000010161,0,1107,2,2,3,1406,3,FULFILLED,ARS,1,13500.0,1350.0,13500.0,12150.0,12150.0,2551.5,0.0,14701.5
13665,5000013664,1000010162,0,1158,1,2,3,1761,3,FULFILLED,ARS,1,12600.0,1260.0,12600.0,11340.0,11340.0,2381.4,0.0,13721.4
13666,5000013665,1000010163,0,102,1,1,0,911,2806,PAID,ARS,2,12000.0,480.0,24000.0,23520.0,37020.0,7774.2,900.0,45694.2
13667,5000013666,1000010163,0,102,2,1,0,911,2806,PAID,ARS,1,15000.0,1500.0,15000.0,13500.0,37020.0,7774.2,900.0,45694.2
13668,5000013667,1000010164,0,1250,1,1,0,772,1987,PAID,ARS,2,12600.0,2520.0,25200.0,22680.0,22680.0,4762.8,1500.0,28942.8
13669,5000013668,1000010165,0,100,1,2,4,1994,4,FULFILLED,ARS,1,12000.0,0.0,12000.0,12000.0,12000.0,2520.0,0.0,14520.0
13670,5000013669,1000010166,0,40,1,1,0,1985,2477,FULFILLED,ARS,3,12000.0,3600.0,36000.0,32400.0,61560.0,12927.6,900.0,75387.6
13671,5000013670,1000010166,0,40,1,1,0,1985,2477,FULFILLED,ARS,3,10800.0,3240.0,32400.0,29160.0,61560.0,12927.6,900.0,75387.6
13672,5000013671,1000010167,0,956,2,1,0,2035,2563,FULFILLED,ARS,3,15000.0,4500.0,45000.0,40500.0,40500.0,8505.0,1200.0,50205.0
13673,5000013672,1000010168,0,1463,2,1,0,866,502,FULFILLED,ARS,3,15750.0,2362.5,47250.0,44887.5,44887.5,9426.38,1200.0,55513.88
13674,5000013673,1000010169,0,1247,1,2,2,823,2,FULFILLED,ARS,1,12000.0,240.0,12000.0,11760.0,11760.0,2469.6,0.0,14229.6
13675,5000013674,1000010170,0,356,1,1,0,2534,2777,FULFILLED,ARS,3,10800.0,3240.0,32400.0,29160.0,29160.0,6123.6,1200.0,36483.6
13676,5000013675,1000010171,0,69,2,1,0,1124,1454,REFUNDED,ARS,1,15750.0,1575.0,15750.0,14175.0,14175.0,2976.75,1200.0,18351.75
13677,5000013676,1000010172,0,1428,1,2,2,1070,2,FULFILLED,ARS,2,13200.0,528.0,26400.0,25872.0,25872.0,5433.12,0.0,31305.12
13678,5000013677,1000010173,0,1015,1,1,0,451,1932,REFUNDED,ARS,1,12000.0,600.0,12000.0,11400.0,60900.0,12789.0,900.0,74589.0
13679,5000013678,1000010173,0,1015,2,1,0,451,1932,REFUNDED,ARS,3,16500.0,0.0,49500.0,49500.0,60900.0,12789.0,900.0,74589.0
13680,5000013679,1000010174,0,57,2,1,0,144,2854,FULFILLED,ARS,3,16500.0,4950.0,49500.0,44550.0,44550.0,9355.5,900.0,54805.5
13681,5000013680,1000010175,0,864,1,1,0,1315,166,FULFILLED,ARS,2,12000.0,1200.0,24000.0,22800.0,58440.0,12272.4,1500.0,72212.4
13682,5000013681,1000010175,0,864,1,1,0,1315,166,FULFILLED,ARS,3,13200.0,3960.0,39600.0,35640.0,58440.0,12272.4,1500.0,72212.4
13683,5000013682,1000010176,0,1175,1,1,0,0,2518,FULFILLED,ARS,1,13200.0,1320.0,13200.0,11880.0,11880.0,2494.8,900.0,15274.8
13684,5000013683,1000010177,0,981,2,1,0,450,1880,FULFILLED,ARS,1,15000.0,0.0,15000.0,15000.0,47400.0,9954.0,1200.0,58554.0
13685,5000013684,1000010177,0,981,1,1,0,450,1880,FULFILLED,ARS,3,12000.0,3600.0,36000.0,32400.0,47400.0,9954.0,1200.0,58554.0
13686,5000013685,1000010178,0,585,1,1,0,2737,1887,FULFILLED,ARS,1,12000.0,0.0,12000.0,12000.0,12000.0,2520.0,1500.0,16020.0
13687,5000013686,1000010179,0,1317,1,1,0,1250,1290,FULFILLED,ARS,2,12600.0,0.0,25200.0,25200.0,25200.0,5292.0,0.0,30492.0
13688,5000013687,1000010180,0,798,2,2,4,550,4,CREATED,ARS,3,15750.0,2362.5,47250.0,44887.5,55687.5,11694.38,0.0,67381.88
13689,5000013688,1000010180,0,798,1,2,4,550,4,CREATED,ARS,1,12000.0,1200.0,12000.0,10800.0,55687.5,11694.38,0.0,67381.88
13690,5000013689,1000010181,0,149,1,1,0,2116,1200,FULFILLED,ARS,1,12000.0,1200.0,12000.0,10800.0,10800.0,2268.0,1200.0,14268.0
13691,5000013690,1000010182,0,690,1,1,0,743,45,FULFILLED,ARS,2,12000.0,1200.0,24000.0,22800.0,22800.0,4788.0,900.0,28488.0
13692,5000013691,1000010183,0,1384,1,1,0,1471,168,FULFILLED,ARS,3,12600.0,1890.0,37800.0,35910.0,35910.0,7541.1,1200.0,44651.1
13693,5000013692,1000010184,0,750,1,2,1,2840,1,FULFILLED,ARS,2,12000.0,480.0,24000.0,23520.0,59820.0,12562.2,0.0,72382.2
13694,5000013693,1000010184,0,750,1,2,1,2840,1,FULFILLED,ARS,1,12000.0,0.0,12000.0,12000.0,59820.0,12562.2,0.0,72382.2
13695,5000013694,1000010184,0,750,2,2,1,2840,1,FULFILLED,ARS,2,13500.0,2700.0,27000.0,24300.0,59820.0,12562.2,0.0,72382.2
13696,5000013695,1000010185,0,874,2,2,3,652,3,FULFILLED,ARS,3,15000.0,900.0,45000.0,44100.0,44100.0,9261.0,0.0,53361.0
13697,5000013696,1000010186,0,282,1,1,0,686,3156,FULFILLED,ARS,3,12600.0,3780.0,37800.0,34020.0,34020.0,7144.2,900.0,42064.2
13698,5000013697,1000010187,0,75,1,2,1,2630,1,FULFILLED,ARS,2,13200.0,2640.0,26400.0,23760.0,23760.0,4989.6,0.0,28749.6
13699,5000013698,1000010188,0,994,1,1,0,2243,3145,FULFILLED,ARS,2,10800.0,0.0,21600.0,21600.0,21600.0,4536.0,1200.0,27336.0
13700,5000013699,1000010189,0,634,1,1,0,2063,404,PAID,ARS,1,12000.0,1200.0,12000.0,10800.0,10800.0,2268.0,900.0,13968.0
13701,5000013700,1000010190,0,748,2,1,0,908,2345,FULFILLED,ARS,3,15000.0,4500.0,45000.0,40500.0,40500.0,8505.0,900.0,49905.0
13702,5000013701,1000010191,0,835,2,2,2,267,2,FULFILLED,ARS,2,13500.0,2700.0,27000.0,24300.0,24300.0,5103.0,0.0,29403.0
13703,5000013702,1000010192,0,11,1,1,0,1548,3177,PAID,ARS,2,12600.0,2520.0,25200.0,22680.0,22680.0,4762.8,900.0,28342.8
13704,5000013703,1000010193,0,688,1,1,0,2255,349,FULFILLED,ARS,3,12600.0,3780.0,37800.0,34020.0,34020.0,7144.2,1200.0,42364.2
13705,5000013704,1000010194,0,1460,2,1,0,0,1066,FULFILLED,ARS,3,15000.0,0.0,45000.0,45000.0,45000.0,9450.0,900.0,55350.0
13706,5000013705,1000010195,0,1406,1,1,0,2625,1604,FULFILLED,ARS,3,12600.0,756.0,37800.0,37044.0,37044.0,7779.24,1200.0,46023.24
13707,5000013706,1000010196,0,334,1,2,1,2497,1,CANCELLED,ARS,2,10800.0,432.0,21600.0,21168.0,21168.0,4445.28,0.0,25613.28
13708,5000013707,1000010197,0,880,1,1,0,605,2136,FULFILLED,ARS,2,10800.0,1080.0,21600.0,20520.0,20520.0,4309.2,1500.0,26329.2
13709,5000013708,1000010198,0,814,2,2,4,2468,4,FULFILLED,ARS,3,16500.0,990.0,49500.0,48510.0,48510.0,10187.1,0.0,58697.1
13710,5000013709,1000010199,0,1162,2,1,0,1153,2522,FULFILLED,ARS,2,15000.0,3000.0,30000.0,27000.0,27000.0,5670.0,1200.0,33870.0
13711,5000013710,1000010200,0,867,2,2,3,2190,3,FULFILLED,ARS,2,15000.0,0.0,30000.0,30000.0,59400.0,12474.0,0.0,71874.0
13712,5000013711,1000010200,0,867,2,2,3,2190,3,FULFILLED,ARS,2,15000.0,600.0,30000.0,29400.0,59400.0,12474.0,0.0,71874.0
13713,5000013712,1000010201,0,682,2,2,1,1242,1,FULFILLED,ARS,2,15000.0,1500.0,30000.0,28500.0,28500.0,5985.0,0.0,34485.0
13714,5000013713,1000010202,0,294,2,1,0,72,1751,FULFILLED,ARS,1,13500.0,0.0,13500.0,13500.0,73425.0,15419.25,0.0,88844.25
13715,5000013714,1000010202,0,294,2,1,0,72,1751,FULFILLED,ARS,2,15750.0,1575.0,31500.0,29925.0,73425.0,15419.25,0.0,88844.25
13716,5000013715,1000010202,0,294,2,1,0,72,1751,FULFILLED,ARS,2,15000.0,0.0,30000.0,30000.0,73425.0,15419.25,0.0,88844.25
13717,5000013716,1000010203,0,1061,2,2,4,286,4,FULFILLED,ARS,1,16500.0,330.0,16500.0,16170.0,16170.0,3395.7,0.0,19565.7
13718,5000013717,1000010204,0,601,1,2,4,79,4,FULFILLED,ARS,2,12600.0,1260.0,25200.0,23940.0,23940.0,5027.4,0.0,28967.4
13719,5000013718,1000010205,0,676,1,1,0,2902,2424,FULFILLED,ARS,1,12000.0,1200.0,12000.0,10800.0,10800.0,2268.0,1200.0,14268.0
13720,5000013719,1000010206,0,232,2,1,0,401,1017,PAID,ARS,3,15750.0,945.0,47250.0,46305.0,98775.0,20742.75,1200.0,120717.75
13721,5000013720,1000010206,0,232,1,1,0,401,1017,PAID,ARS,1,12600.0,630.0,12600.0,11970.0,98775.0,20742.75,1200.0,120717.75
13722,5000013721,1000010206,0,232,2,1,0,401,1017,PAID,ARS,3,15000.0,4500.0,45000.0,40500.0,98775.0,20742.75,1200.0,120717.75
13723,5000013722,1000010207,0,417,1,1,0,2723,3184,FULFILLED,ARS,2,12000.0,480.0,24000.0,23520.0,23520.0,4939.2,900.0,29359.2
13724,5000013723,1000010208,0,393,1,1,0,2163,1854,PAID,ARS,3,12000.0,1800.0,36000.0,34200.0,34200.0,7182.0,1200.0,42582.0
13725,5000013724,1000010209,0,556,1,2,4,1036,4,PAID,ARS,3,12000.0,720.0,36000.0,35280.0,35280.0,7408.8,0.0,42688.8
13726,5000013725,1000010210,0,1029,2,2,4,2611,4,FULFILLED,ARS,2,15750.0,0.0,31500.0,31500.0,31500.0,6615.0,0.0,38115.0
13727,5000013726,1000010211,0,588,1,1,0,0,558,FULFILLED,ARS,1,12000.0,240.0,12000.0,11760.0,11760.0,2469.6,1500.0,15729.6
13728,5000013727,1000010212,0,980,1,2,2,1136,2,PAID,ARS,2,12000.0,2400.0,24000.0,21600.0,21600.0,4536.0,0.0,26136.0
13729,5000013728,1000010213,0,118,2,1,0,3189,1275,FULFILLED,ARS,2,16500.0,1650.0,33000.0,31350.0,31350.0,6583.5,1500.0,39433.5
13730,5000013729,1000010214,0,677,1,1,0,2433,2684,FULFILLED,ARS,3,12600.0,3780.0,37800.0,34020.0,34020.0,7144.2,900.0,42064.2
13731,5000013730,1000010215,0,26,1,1,0,2251,1985,FULFILLED,ARS,2,12000.0,2400.0,24000.0,21600.0,21600.0,4536.0,0.0,26136.0
13732,5000013731,1000010216,0,315,2,1,0,589,1720,PAID,ARS,1,15000.0,300.0,15000.0,14700.0,71160.0,14943.6,1200.0,87303.6
13733,5000013732,1000010216,0,315,2,1,0,589,1720,PAID,ARS,2,13500.0,540.0,27000.0,26460.0,71160.0,14943.6,1200.0,87303.6
13734,5000013733,1000010216,0,315,2,1,0,589,1720,PAID,ARS,2,15000.0,0.0,30000.0,30000.0,71160.0,14943.6,1200.0,87303.6
13735,5000013734,1000010217,0,867,2,1,0,505,2351,FULFILLED,ARS,3,15750.0,0.0,47250.0,47250.0,47250.0,9922.5,1500.0,58672.5
13736,5000013735,1000010218,0,147,1,2,1,1533,1,FULFILLED,ARS,3,13200.0,792.0,39600.0,38808.0,38808.0,8149.68,0.0,46957.68
13737,5000013736,1000010219,0,169,2,2,3,78,3,FULFILLED,ARS,3,15000.0,0.0,45000.0,45000.0,45000.0,9450.0,0.0,54450.0
13738,5000013737,1000010220,0,148,2,2,3,1282,3,FULFILLED,ARS,1,15000.0,300.0,15000.0,14700.0,14700.0,3087.0,0.0,17787.0
13739,5000013738,1000010221,0,1485,2,1,0,1310,382,FULFILLED,ARS,1,15000.0,0.0,15000.0,15000.0,51450.0,10804.5,0.0,62254.5
13740,5000013739,1000010221,0,1485,2,1,0,1310,382,FULFILLED,ARS,3,13500.0,4050.0,40500.0,36450.0,51450.0,10804.5,0.0,62254.5
13741,5000013740,1000010222,0,986,2,1,0,2699,2368,PAID,ARS,2,13500.0,540.0,27000.0,26460.0,73710.0,15479.1,900.0,90089.1
13742,5000013741,1000010222,0,986,2,1,0,2699,2368,PAID,ARS,3,15750.0,0.0,47250.0,47250.0,73710.0,15479.1,900.0,90089.1
13743,5000013742,1000010223,0,1300,1,2,2,0,2,FULFILLED,ARS,1,12000.0,240.0,12000.0,11760.0,48210.0,10124.1,0.0,58334.1
13744,5000013743,1000010223,0,1300,2,2,2,0,2,FULFILLED,ARS,3,13500.0,4050.0,40500.0,36450.0,48210.0,10124.1,0.0,58334.1
13745,5000013744,1000010224,0,904,2,1,0,529,1033,FULFILLED,ARS,1,15000.0,750.0,15000.0,14250.0,14250.0,2992.5,1200.0,18442.5
13746,5000013745,1000010225,0,714,2,1,0,2874,1727,PAID,ARS,3,15000.0,4500.0,45000.0,40500.0,52500.0,11025.0,900.0,64425.0
13747,5000013746,1000010225,0,714,1,1,0,2874,1727,PAID,ARS,1,12000.0,0.0,12000.0,12000.0,52500.0,11025.0,900.0,64425.0
13748,5000013747,1000010226,0,864,1,1,0,1114,165,PAID,ARS,2,10800.0,2160.0,21600.0,19440.0,19440.0,4082.4,1200.0,24722.4
13749,5000013748,1000010227,0,1413,1,1,0,2800,1084,PAID,ARS,2,12000.0,2400.0,24000.0,21600.0,21600.0,4536.0,1200.0,27336.0
13750,5000013749,1000010228,0,496,1,1,0,3042,2803,FULFILLED,ARS,3,12600.0,0.0,37800.0,37800.0,37800.0,7938.0,1500.0,47238.0
13751,5000013750,1000010229,0,1175,2,1,0,2008,1283,PAID,ARS,2,15000.0,0.0,30000.0,30000.0,44250.0,9292.5,0.0,53542.5
13752,5000013751,1000010229,0,1175,2,1,0,2008,1283,PAID,ARS,1,15000.0,750.0,15000.0,14250.0,44250.0,9292.5,0.0,53542.5
13753,5000013752,1000010230,0,1353,2,2,4,1502,4,FULFILLED,ARS,3,13500.0,2025.0,40500.0,38475.0,38475.0,8079.75,0.0,46554.75
13754,5000013753,1000010231,0,1207,2,1,0,2299,2864,PAID,ARS,1,15750.0,0.0,15750.0,15750.0,15750.0,3307.5,1200.0,20257.5
13755,5000013754,1000010232,0,76,2,1,0,918,2489,FULFILLED,ARS,3,15000.0,4500.0,45000.0,40500.0,40500.0,8505.0,0.0,49005.0
13756,5000013755,1000010233,0,1245,1,1,0,2136,1921,FULFILLED,ARS,3,12000.0,720.0,36000.0,35280.0,35280.0,7408.8,0.0,42688.8
13757,5000013756,1000010234,0,1446,2,1,0,1774,1445,FULFILLED,ARS,3,15000.0,2250.0,45000.0,42750.0,65550.0,13765.5,0.0,79315.5
13758,5000013757,1000010234,0,1446,1,1,0,1774,1445,FULFILLED,ARS,2,12000.0,1200.0,24000.0,22800.0,65550.0,13765.5,0.0,79315.5
13759,5000013758,1000010235,0,389,2,2,2,1320,2,FULFILLED,ARS,2,16500.0,1650.0,33000.0,31350.0,31350.0,6583.5,0.0,37933.5
13760,5000013759,1000010236,0,480,2,2,3,147,3,FULFILLED,ARS,2,15000.0,600.0,30000.0,29400.0,41160.0,8643.6,0.0,49803.6
13761,5000013760,1000010236,0,480,1,2,3,147,3,FULFILLED,ARS,1,12000.0,240.0,12000.0,11760.0,41160.0,8643.6,0.0,49803.6
13762,5000013761,1000010237,0,1096,1,2,3,770,3,FULFILLED,ARS,1,10800.0,0.0,10800.0,10800.0,27300.0,5733.0,0.0,33033.0
13763,5000013762,1000010237,0,1096,2,2,3,770,3,FULFILLED,ARS,1,16500.0,0.0,16500.0,16500.0,27300.0,5733.0,0.0,33033.0
13764,5000013763,1000010238,0,46,2,1,0,2256,2070,PAID,ARS,1,15000.0,1500.0,15000.0,13500.0,40500.0,8505.0,900.0,49905.0
