payment_sk,payment_id,order_id,method,status,amount,paid_at,transaction_ref
10827,7000010826,1000010826,CASH,PAID,39204.0,2025-05-17 13:03:16,TX-UMQRMLUAMI1U
10828,7000010827,1000010827,CARD,PAID,91675.65,2024-02-29 22:15:05,TX-SQM6H1XS73ZH
10829,7000010828,1000010828,GATEWAY,PAID,37200.0,2025-04-03 09:42:31,TX-0GLJM9CN9A8D
10830,7000010829,1000010829,CARD,PAID,13068.0,2024-12-15 15:25:53,TX-QS9OFOU752JV
10831,7000010830,1000010830,CARD,PAID,72665.62,2024-03-02 01:11:45,TX-IMJLTT16EVJY
10832,7000010831,1000010831,CASH,PAID,32670.0,2025-03-23 09:46:53,TX-O0AKSR091DUY
10833,7000010832,1000010832,CARD,PAID,40104.0,2024-01-13 16:16:43,TX-WGVC5P7GT03M
10834,7000010833,1000010833,CASH,PAID,93663.08,2025-04-25 07:04:15,TX-02192VNW7NJT
10835,7000010834,1000010834,CARD,PAID,31246.8,2025-01-30 20:27:43,TX-WWTO79LX9A5P
10836,7000010835,1000010835,CASH,PAID,45738.0,2025-07-31 12:39:13,TX-6VOIHOPPANMI
10837,7000010836,1000010836,CARD,FAILED,16852.56,,nan
10838,7000010837,1000010837,CASH,PAID,14701.5,2025-02-18 08:58:58,TX-0WMENVM0FEHN
10839,7000010838,1000010838,TRANSFER,PAID,24829.2,2024-12-07 07:43:55,TX-USFDD080RGPZ
10840,7000010839,1000010839,CARD,PAID,15221.4,2025-05-30 23:57:17,TX-Q2JB1ZQXG03Q
10841,7000010840,1000010840,GATEWAY,PAID,36474.0,2024-02-18 00:02:46,TX-RTJ0JY16K1MW
10842,7000010841,1000010841,CARD,PAID,31036.5,2024-05-28 13:55:17,TX-3K5OXWJWK80D
10843,7000010842,1000010842,TRANSFER,PAID,28459.2,2025-03-08 18:00:40,TX-FIIHJ44LNC29
10844,7000010843,1000010843,CARD,FAILED,17535.0,,nan
10845,7000010844,1000010844,GATEWAY,PAID,18687.0,2024-03-21 02:14:25,TX-VTC6KE6LTTK1
10846,7000010845,1000010845,CARD,PAID,35685.0,2025-06-19 16:13:20,TX-VE69KMDIK7G9
10847,7000010846,1000010846,CARD,PAID,38252.7,2025-08-20 15:02:22,TX-9AODJBN74542
10848,7000010847,1000010847,CARD,PAID,54561.0,2024-02-28 10:16:09,TX-92XX66BT2GM0
10849,7000010848,1000010848,CARD,PAID,67518.0,2024-09-29 23:57:35,TX-WMP568SOZL2Z
10850,7000010849,1000010849,CARD,PAID,32844.0,2024-07-30 17:00:09,TX-IO289VPXTK5U
10851,7000010850,1000010850,CARD,PAID,18987.0,2024-10-08 23:54:06,TX-ZFBYWM2LUADJ
10852,7000010851,1000010851,GATEWAY,PAID,69144.0,2024-01-03 00:21:38,TX-54A622G7FYAJ
10853,7000010852,1000010852,CARD,PAID,16020.0,2025-09-27 06:35:30,TX-8EMH22ZY7ZX5
10854,7000010853,1000010853,CARD,PAID,15420.0,2024-12-02 04:16:09,TX-SL8MU2KP3OQ8
10855,7000010854,1000010854,GATEWAY,PAID,43124.4,2024-01-25 00:26:07,TX-KBID5QQ8E9LY
10856,7000010855,1000010855,TRANSFER,PAID,15246.0,2025-08-24 02:59:18,TX-0TSC4KUS4JG9
10857,7000010856,1000010856,CARD,PAID,52927.5,2025-05-24 01:29:13,TX-4KT2PPMPU5V0
10858,7000010857,1000010857,GATEWAY,PAID,49905.0,2025-05-23 12:05:31,TX-WKGCMLG1MPTK
10859,7000010858,1000010858,TRANSFER,PAID,12414.6,2025-06-26 11:12:58,TX-X407TR1PPJPH
10860,7000010859,1000010859,TRANSFER,PAID,46554.75,2025-07-18 01:01:12,TX-Q345IJ7C0J4T
10861,7000010860,1000010860,CASH,PAID,47190.0,2024-05-26 23:04:17,TX-R53WUE9S0Y76
10862,7000010861,1000010861,CARD,PAID,55650.0,2025-01-22 02:06:48,TX-48MOFSZDLRW5
10863,7000010862,1000010862,CARD,PAID,68473.5,2024-07-04 06:35:46,TX-PLH8C5NZFAP8
10864,7000010863,1000010863,CARD,PAID,32481.0,2025-07-14 03:40:39,TX-GHPYCERC6FII
10865,7000010864,1000010864,CARD,PAID,16908.3,2025-05-05 18:01:33,TX-SK3MKFK0T9H8
10866,7000010865,1000010865,CARD,PAID,49005.0,2024-08-03 14:28:24,TX-KKZHBRSFRZXB
10867,7000010866,1000010866,CARD,PAID,51037.56,2025-06-24 05:18:44,TX-H32R0UWF8RJU
10868,7000010867,1000010867,CARD,PAID,53361.0,2025-03-14 04:31:09,TX-0U4LKRRZKB79
10869,7000010868,1000010868,CARD,PAID,46323.24,2024-09-26 08:17:54,TX-NPPM31HJ99B8
10870,7000010869,1000010869,GATEWAY,PAID,64062.0,2024-12-14 22:43:18,TX-46ZKKSIUQ2XP
10871,7000010870,1000010870,GATEWAY,PAID,55105.5,2025-07-06 14:59:10,TX-N5ZWC7YQTQE8
10872,7000010871,1000010871,CASH,PAID,13794.0,2024-07-10 09:44:15,TX-QFNOLLB84G40
10873,7000010872,1000010872,TRANSFER,PAID,14229.6,2025-01-19 18:40:22,TX-T2E4YVBVCDNE
10874,7000010873,1000010873,CARD,PAID,45433.08,2025-01-19 17:00:12,TX-4YJXL1XH1YTM
10875,7000010874,1000010874,CARD,PAID,58100.25,2025-09-17 03:36:45,TX-ARA3URSJU9B9
10876,7000010875,1000010875,CASH,PAID,39204.0,2025-07-04 17:47:12,TX-VJBWQM9YD8X7
10877,7000010876,1000010876,GATEWAY,PAID,93765.0,2024-11-20 11:34:40,TX-IYWAS9HTS3JI
10878,7000010877,1000010877,GATEWAY,FAILED,27036.0,,nan
10879,7000010878,1000010878,CASH,PAID,42144.3,2025-07-29 12:09:09,TX-Y2Y7U8VP06M1
10880,7000010879,1000010879,CARD,PAID,89406.9,2025-09-08 21:13:54,TX-G68ARJ10NCZ6
10881,7000010880,1000010880,GATEWAY,PAID,20465.7,2024-06-09 20:29:46,TX-83AYBL3TV3US
10882,7000010881,1000010881,CARD,REFUNDED,75794.4,2025-06-27 00:59:20,TX-J2KSDZOAUXT7
10883,7000010882,1000010882,CARD,PENDING,27588.0,,nan
10884,7000010883,1000010883,CARD,PAID,50631.0,2025-07-06 05:14:17,TX-MAW1G7SFM47K
10885,7000010884,1000010884,GATEWAY,PAID,38852.7,2025-04-13 16:17:03,TX-CIGDO0K2BABT
10886,7000010885,1000010885,GATEWAY,REFUNDED,37500.0,2025-10-01 04:34:34,TX-R6FUOSWKX4DQ
10887,7000010886,1000010886,GATEWAY,PAID,39919.92,2025-01-24 19:13:31,TX-UKOOA8N39PUX
10888,7000010887,1000010887,CARD,PAID,43560.0,2025-01-12 08:06:25,TX-3E8N3XLMJGNQ
10889,7000010888,1000010888,CARD,PAID,35574.0,2024-06-16 14:31:51,TX-PWCJG5SGYWYL
10890,7000010889,1000010889,CARD,PAID,64362.0,2024-03-01 18:56:27,TX-DSJUQ3Y7RYF9
10891,7000010890,1000010890,GATEWAY,PAID,67207.92,2025-04-15 20:33:37,TX-XQAIRC5RG52A
10892,7000010891,1000010891,TRANSFER,PAID,39204.0,2024-12-14 13:17:32,TX-SBLYKNWQTAF4
10893,7000010892,1000010892,CARD,PAID,59749.8,2024-04-13 07:36:10,TX-A84SGVOG57XQ
10894,7000010893,1000010893,CASH,PAID,26136.0,2025-06-24 07:09:22,TX-DXN8NOQTIETJ
10895,7000010894,1000010894,CASH,FAILED,17787.0,,nan
10896,7000010895,1000010895,CARD,PAID,52627.5,2024-01-05 03:54:24,TX-6QSX6KX0WJ3F
10897,7000010896,1000010896,GATEWAY,PAID,15652.56,2025-02-19 18:58:38,TX-G0CU6M5DD9N4
10898,7000010897,1000010897,GATEWAY,PAID,47454.75,2024-04-07 07:41:32,TX-GXXKYM1IG2G0
10899,7000010898,1000010898,CARD,PAID,16335.0,2025-08-11 15:54:35,TX-U70TFJ3L9OJP
10900,7000010899,1000010899,GATEWAY,PAID,19004.62,2025-04-16 16:37:14,TX-CRWM5FI2CHS0
10901,7000010900,1000010900,CASH,PAID,28459.2,2025-01-20 20:16:49,TX-63MNO0455BHS
10902,7000010901,1000010901,GATEWAY,REFUNDED,50505.0,2024-05-05 18:14:58,TX-Y0PB5VS4RNZZ
10903,7000010902,1000010902,CARD,PAID,44460.0,2024-01-19 11:49:28,TX-X0RJHLR1RMPP
10904,7000010903,1000010903,TRANSFER,PAID,58544.64,2024-02-13 04:06:01,TX-2GKX6RYN768U
10905,7000010904,1000010904,CARD,PENDING,13968.0,,nan
10906,7000010905,1000010905,CARD,PAID,33870.0,2024-01-02 03:43:48,TX-RTO6O35ZVEQI
10907,7000010906,1000010906,CARD,PAID,32016.6,2024-07-09 21:33:30,TX-XT6K66G4TRB3
10908,7000010907,1000010907,CARD,PAID,66540.0,2025-02-03 09:43:30,TX-8G4U7IHICFOO
10909,7000010908,1000010908,CASH,PAID,13068.0,2024-05-11 21:33:28,TX-LO5AYBF0MFQG
10910,7000010909,1000010909,TRANSFER,PAID,65703.0,2024-12-29 00:25:30,TX-TCC3C3PUG3N9
10911,7000010910,1000010910,GATEWAY,PAID,81349.88,2025-06-19 19:47:23,TX-PHJ2AG3L1N7D
10912,7000010911,1000010911,CASH,PAID,30564.6,2025-07-03 09:23:34,TX-1LCLQEMLVWZK
10913,7000010912,1000010912,CARD,PAID,82239.75,2024-06-12 07:04:45,TX-KEC7J7VU11AC
10914,7000010913,1000010913,GATEWAY,PAID,30121.5,2024-06-24 23:57:31,TX-62KDN44U32Z4
10915,7000010914,1000010914,CASH,PAID,26136.0,2024-08-30 02:42:39,TX-TEW8NJ96IFNZ
10916,7000010915,1000010915,CARD,FAILED,40031.4,,nan
10917,7000010916,1000010916,CARD,PAID,84690.0,2024-05-24 14:22:45,TX-VBXMMPRF1GJL
10918,7000010917,1000010917,CARD,PAID,13068.0,2024-01-29 20:22:22,TX-2NWMQOWP6782
10919,7000010918,1000010918,GATEWAY,PAID,33216.6,2024-06-03 17:14:32,TX-295WUH2M050Z
10920,7000010919,1000010919,CARD,PAID,100460.25,2024-06-08 23:50:54,TX-2AUA0AMWJV1G
10921,7000010920,1000010920,CARD,PAID,58072.5,2024-06-09 14:24:51,TX-H2APJEB6QQ0W
10922,7000010921,1000010921,GATEWAY,PAID,52927.5,2025-05-18 06:42:12,TX-L68ND8OGP928
10923,7000010922,1000010922,CASH,PAID,52998.0,2025-09-04 17:43:25,TX-CNSIRQKAC753
10924,7000010923,1000010923,GATEWAY,PAID,30240.0,2024-08-27 04:09:22,TX-11G8UP12CCTH
10925,7000010924,1000010924,TRANSFER,PAID,29403.0,2024-04-23 06:02:26,TX-J1V1QT6YPOQ3
10926,7000010925,1000010925,CARD,PAID,35385.0,2024-05-18 00:35:30,TX-5ISC2SM1KU3U
10927,7000010926,1000010926,CARD,REFUNDED,41382.0,2025-02-28 01:23:06,TX-H2LZ9CF8FKJI
10928,7000010927,1000010927,CASH,PAID,32670.0,2024-03-15 12:08:26,TX-H2FEN4NIF259
10929,7000010928,1000010928,CARD,PAID,20465.7,2024-10-29 18:08:29,TX-V8XFR5L0P0V0
10930,7000010929,1000010929,CARD,PAID,108754.8,2025-05-25 11:03:20,TX-9KK3IXQFFTB3
10931,7000010930,1000010930,CARD,PAID,33870.0,2025-09-21 14:41:02,TX-VJ0KDCAUQGKT
10932,7000010931,1000010931,CARD,PAID,38115.0,2025-08-22 01:15:26,TX-GLK103EKCFA5
10933,7000010932,1000010932,GATEWAY,PAID,40830.0,2024-12-21 21:57:17,TX-X055J8ACHG42
10934,7000010933,1000010933,TRANSFER,PAID,14701.5,2024-01-12 15:29:51,TX-T2O7EQWKYXID
10935,7000010934,1000010934,CARD,REFUNDED,16073.4,2025-03-30 00:43:52,TX-4EYYFMPL5BE9
10936,7000010935,1000010935,CARD,FAILED,39919.92,,nan
10937,7000010936,1000010936,CARD,REFUNDED,96732.0,2025-01-19 07:04:18,TX-B3EOWO9Z8U9H
10938,7000010937,1000010937,CARD,PAID,95695.88,2024-10-22 18:54:43,TX-DY13A1B54INW
10939,7000010938,1000010938,CARD,FAILED,16335.0,,nan
10940,7000010939,1000010939,GATEWAY,PAID,128839.88,2024-02-27 09:31:58,TX-EYTJQ0OLBKBJ
10941,7000010940,1000010940,CARD,FAILED,15129.6,,nan
10942,7000010941,1000010941,GATEWAY,FAILED,12414.6,,nan
10943,7000010942,1000010942,GATEWAY,PAID,72883.95,2024-10-28 15:04:26,TX-KEGZS8M991LE
10944,7000010943,1000010943,CARD,PAID,13068.0,2024-07-24 21:28:07,TX-MHTPS9TXV3H5
10945,7000010944,1000010944,CARD,PAID,44286.0,2025-03-18 12:26:07,TX-YTEUE0E8B3UI
10946,7000010945,1000010945,CARD,PAID,36300.0,2025-05-18 22:21:39,TX-F7G0VFBOW8EO
10947,7000010946,1000010946,CARD,PAID,27036.0,2024-11-14 22:37:59,TX-MDS2EMKSRLOL
10948,7000010947,1000010947,CASH,PAID,91385.25,2024-05-01 23:42:26,TX-I1CW2WALFIBS
10949,7000010948,1000010948,CARD,FAILED,44104.5,,nan
10950,7000010949,1000010949,CASH,PAID,23522.4,2024-12-05 03:32:22,TX-TENCDVGO5ZCY
10951,7000010950,1000010950,CARD,REFUNDED,37500.0,2025-09-20 15:02:01,TX-LW78G8U1H1GB
10952,7000010951,1000010951,GATEWAY,PAID,26329.2,2025-03-28 02:00:22,TX-G45UOS9JL5HX
10953,7000010952,1000010952,GATEWAY,PAID,76077.3,2025-09-13 11:45:17,TX-RSNA7WG0D2E4
10954,7000010953,1000010953,CASH,REFUNDED,90931.5,2025-07-02 20:30:14,TX-A6C4M2K2L6O9
10955,7000010954,1000010954,CASH,FAILED,30129.0,,nan
10956,7000010955,1000010955,GATEWAY,PAID,18687.0,2025-09-14 06:53:04,TX-KZJZZX2RXJPG
10957,7000010956,1000010956,GATEWAY,PAID,63174.99,2025-03-26 07:19:20,TX-F6N1T78ION0R
10958,7000010957,1000010957,TRANSFER,PAID,27588.0,2024-03-17 00:59:24,TX-7XIU4JNAQJQO
10959,7000010958,1000010958,CASH,PAID,16008.3,2024-10-15 11:48:01,TX-74ZDLYCUFJLB
10960,7000010959,1000010959,CARD,PAID,45520.2,2024-10-29 19:16:48,TX-NTZNDDIAW36C
10961,7000010960,1000010960,CARD,FAILED,29040.0,,nan
10962,7000010961,1000010961,CARD,PAID,43124.4,2025-01-21 21:46:03,TX-FFTWRN1JZS5R
10963,7000010962,1000010962,CARD,PAID,33507.0,2025-07-16 06:31:05,TX-8F6SU0H5T61D
10964,7000010963,1000010963,CARD,PAID,43588.8,2025-07-23 16:42:21,TX-9URM1I91T484
10965,7000010964,1000010964,GATEWAY,PAID,37200.0,2025-06-15 18:35:25,TX-Y8HK6Z6BZLD2
10966,7000010965,1000010965,CASH,PAID,35283.6,2025-01-08 16:06:40,TX-0QI4O2QC5A5J
10967,7000010966,1000010966,GATEWAY,PAID,35385.0,2025-07-30 05:05:41,TX-TH66SFN9G44Y
10968,7000010967,1000010967,CASH,PAID,77137.5,2024-08-23 17:55:52,TX-ATDOWXX6NFLD
10969,7000010968,1000010968,CASH,PAID,32670.0,2024-12-13 01:35:51,TX-SRO60I56BQI4
10970,7000010969,1000010969,CARD,PAID,86357.7,2024-07-30 09:42:51,TX-CM4YBYYYTG9W
10971,7000010970,1000010970,CASH,PENDING,13794.0,,nan
10972,7000010971,1000010971,CASH,PAID,14229.6,2024-12-25 15:59:17,TX-9BHWPFNGVJ6K
10973,7000010972,1000010972,CASH,PAID,54450.0,2024-02-15 06:31:44,TX-0FICKKTWB2UE
10974,7000010973,1000010973,GATEWAY,PAID,52237.8,2025-02-18 15:34:31,TX-NYWDEZQXV508
10975,7000010974,1000010974,GATEWAY,PAID,28488.0,2024-05-08 03:24:41,TX-ZY3DCRBOU4UI
10976,7000010975,1000010975,GATEWAY,PAID,15420.0,2025-01-29 02:02:06,TX-Y56NB4U0P4DF
10977,7000010976,1000010976,TRANSFER,PAID,87512.04,2025-04-05 11:23:21,TX-DR6M6HWXDWCK
10978,7000010977,1000010977,GATEWAY,PAID,119356.5,2024-07-18 05:46:27,TX-DW86I10C9JUS
10979,7000010978,1000010978,CARD,PAID,14229.6,2024-04-03 22:38:06,TX-6T2GW4A89VS9
10980,7000010979,1000010979,CARD,PAID,29659.2,2024-07-09 13:13:25,TX-1SXZXV5LERO4
10981,7000010980,1000010980,TRANSFER,PAID,87210.75,2025-02-03 18:11:28,TX-W8VU2SAPHXBV
10982,7000010981,1000010981,GATEWAY,PAID,54786.06,2025-02-05 02:40:25,TX-SMTSXECUVSLJ
10983,7000010982,1000010982,CASH,PAID,17242.5,2025-06-10 17:40:23,TX-LZPC2VO5YBS4
10984,7000010983,1000010983,CARD,PAID,35385.0,2024-11-14 11:48:54,TX-38F77IQB4UUG
10985,7000010984,1000010984,CARD,PAID,62363.4,2024-03-11 05:32:53,TX-16F5RP8BIWAV
10986,7000010985,1000010985,CARD,PAID,14229.6,2024-01-23 01:02:05,TX-IG4GI4S3VBC8
10987,7000010986,1000010986,CARD,PAID,104355.0,2025-03-27 06:05:21,TX-38BOKO7IO9DR
10988,7000010987,1000010987,CARD,PAID,16718.25,2024-06-25 20:13:21,TX-R6B5ADVA87XI
10989,7000010988,1000010988,CASH,FAILED,57172.5,,nan
10990,7000010989,1000010989,CASH,PAID,14520.0,2024-07-05 14:08:37,TX-SSCGNEKVKOTS
10991,7000010990,1000010990,CARD,PAID,36474.0,2025-04-27 00:42:41,TX-XDQVF6MOA0NW
10992,7000010991,1000010991,CARD,PAID,60768.3,2024-12-02 13:39:33,TX-98XVFZJJ7F5C
10993,7000010992,1000010992,CASH,PAID,27588.0,2024-05-29 04:19:48,TX-1FJSUYW5XJ3Y
10994,7000010993,1000010993,CARD,PAID,80041.5,2025-02-17 19:45:43,TX-YYWTOU4RBURM
10995,7000010994,1000010994,CARD,PAID,27636.0,2025-08-30 03:05:13,TX-QOEW4CMKXVIT
10996,7000010995,1000010995,CARD,PAID,82764.0,2024-10-11 13:25:21,TX-BLR4TYO87MVG
10997,7000010996,1000010996,CARD,PAID,29940.0,2024-01-06 07:08:27,TX-40AK81VOF5Q2
10998,7000010997,1000010997,GATEWAY,REFUNDED,52687.92,2024-05-18 15:26:26,TX-9PYF24W2042L
10999,7000010998,1000010998,GATEWAY,PAID,84372.9,2025-09-12 03:57:35,TX-HMLKM38D40GG
11000,7000010999,1000010999,CARD,PAID,82393.5,2024-10-02 20:58:45,TX-5SNZCQCUJDGW
11001,7000011000,1000011000,CARD,PAID,17835.0,2025-06-24 21:41:47,TX-F5BDJYGYGKF0
11002,7000011001,1000011001,CARD,PAID,84324.9,2024-11-08 04:54:27,TX-YYH7W27RZLP7
11003,7000011002,1000011002,CARD,PAID,77591.25,2025-02-28 13:20:30,TX-AQXYUSSOXFWL
11004,7000011003,1000011003,CASH,PAID,18150.0,2025-09-04 20:45:12,TX-L2O1VGL1MMWH
11005,7000011004,1000011004,CARD,FAILED,47454.75,,nan
11006,7000011005,1000011005,GATEWAY,PAID,88172.7,2025-03-18 21:43:44,TX-SBHAD117L9O7
11007,7000011006,1000011006,CASH,PAID,49005.0,2024-05-27 00:47:20,TX-WIQFLFD31OEM
11008,7000011007,1000011007,CARD,PAID,30240.0,2025-04-27 04:35:27,TX-CTU2JON04ZJ3
11009,7000011008,1000011008,GATEWAY,PAID,43888.8,2024-02-23 02:24:20,TX-ZIJ9XD6O4HD3
11010,7000011009,1000011009,CASH,PAID,27588.0,2025-07-30 05:22:26,TX-HSAWGSKZQRX1
11011,7000011010,1000011010,CARD,PAID,54450.0,2024-02-09 03:00:42,TX-HZKZT3PB46LZ
11012,7000011011,1000011011,CARD,PAID,13614.6,2024-06-09 12:54:47,TX-5PFK15Q5QCLB
11013,7000011012,1000011012,CARD,PAID,43888.8,2025-08-13 20:50:23,TX-9XNKGM8QTL0J
11014,7000011013,1000011013,CARD,PAID,13068.0,2024-04-12 20:21:37,TX-KJ9XYJJOLXUJ
11015,7000011014,1000011014,GATEWAY,PAID,32236.5,2024-12-06 15:09:52,TX-51PY5DJ464IE
11016,7000011015,1000011015,CARD,PAID,14006.64,2025-07-14 05:34:36,TX-IEXUBHLA7JED
11017,7000011016,1000011016,GATEWAY,PAID,64734.6,2025-01-12 21:56:23,TX-JPJ05UJALFAU
11018,7000011017,1000011017,TRANSFER,REFUNDED,42688.8,2025-08-22 08:20:20,TX-ZX1WF7MY9J0U
11019,7000011018,1000011018,TRANSFER,PAID,36300.0,2025-05-22 03:09:08,TX-BNE1UK84WR5Y
11020,7000011019,1000011019,CARD,PAID,15420.0,2025-01-29 03:22:32,TX-PD2K4U6R43AZ
11021,7000011020,1000011020,CASH,PAID,76230.0,2025-06-02 15:10:19,TX-UXDH3GRPKDN6
11022,7000011021,1000011021,CARD,PAID,32781.0,2024-09-03 00:58:20,TX-SBX04RAHLA7B
11023,7000011022,1000011022,CASH,PAID,26136.0,2024-10-13 06:04:43,TX-A92T97IPB1NI
11024,7000011023,1000011023,GATEWAY,FAILED,49905.0,,nan
11025,7000011024,1000011024,CARD,PAID,32670.0,2024-03-18 05:37:10,TX-PIUJBSEVLJO4
11026,7000011025,1000011025,CARD,PAID,68657.82,2025-07-25 15:56:44,TX-JEYQZOM4G8MB
11027,7000011026,1000011026,CASH,PAID,18150.0,2024-06-24 12:06:32,TX-R11X5U3VUBSR
11028,7000011027,1000011027,CARD,PENDING,43588.8,,nan
11029,7000011028,1000011028,CARD,PAID,86205.0,2024-02-12 00:06:40,TX-JX5M01ZTNQ1B
11030,7000011029,1000011029,GATEWAY,PAID,29659.2,2024-09-03 15:57:09,TX-N5ACPA9921ZX
11031,7000011030,1000011030,CARD,FAILED,15129.6,,nan
11032,7000011031,1000011031,GATEWAY,PAID,28289.4,2025-08-30 17:38:13,TX-NRZMMEEECFB9
11033,7000011032,1000011032,GATEWAY,PAID,69952.2,2024-01-07 12:17:27,TX-V5C9YKDVPY0M
11034,7000011033,1000011033,GATEWAY,PAID,35385.0,2024-10-24 23:56:34,TX-YBQ4QJ6BG5P2
11035,7000011034,1000011034,CARD,FAILED,30670.68,,nan
11036,7000011035,1000011035,CARD,PAID,15294.0,2024-07-25 12:25:42,TX-7LZXENLN215H
11037,7000011036,1000011036,CASH,PAID,59212.56,2025-08-18 15:59:07,TX-2ILHJG3U8ZDP
11038,7000011037,1000011037,CASH,PAID,36209.25,2025-09-11 04:04:20,TX-UFRFVRM8KPXG
11039,7000011038,1000011038,GATEWAY,PAID,78791.25,2024-09-06 17:11:28,TX-PC4O7PCOATSX
11040,7000011039,1000011039,GATEWAY,PAID,40404.0,2024-08-25 14:33:36,TX-D6WQ70FJYBAH
11041,7000011040,1000011040,CASH,PAID,14520.0,2024-11-01 21:50:28,TX-YGQ9T1TZOBFS
11042,7000011041,1000011041,CASH,PAID,13068.0,2024-12-04 01:25:46,TX-HW076QTY7KBG
11043,7000011042,1000011042,CARD,PAID,36209.25,2024-09-24 15:42:05,TX-UWJ02KTD8VV8
11044,7000011043,1000011043,CASH,PAID,105034.05,2025-01-21 17:47:15,TX-T0V3V6PTZT30
11045,7000011044,1000011044,GATEWAY,PAID,61913.28,2024-05-20 16:41:19,TX-GYPF1FANR52W
11046,7000011045,1000011045,CARD,PAID,49005.0,2024-01-24 18:02:51,TX-ILQLQ7ACRTUM
11047,7000011046,1000011046,CARD,PAID,19287.0,2024-04-02 14:20:06,TX-AR5X0K1OUBA2
11048,7000011047,1000011047,CARD,PAID,18687.0,2025-02-12 11:49:32,TX-3VQP8LOL3NUT
11049,7000011048,1000011048,CARD,PAID,54861.0,2024-11-26 22:03:15,TX-F4TY5KEAFJGN
11050,7000011049,1000011049,CARD,PAID,15901.5,2024-10-07 13:57:03,TX-HS4YXK2JO8V0
11051,7000011050,1000011050,CARD,PAID,39204.0,2024-08-21 15:50:02,TX-N2L2JJY7HCP8
11052,7000011051,1000011051,CARD,PAID,93946.5,2025-01-07 00:13:21,TX-P931TLYCVB7V
11053,7000011052,1000011052,CARD,PAID,29359.2,2025-08-22 19:40:54,TX-83Q6YHJVQE46
11054,7000011053,1000011053,CARD,PAID,39204.0,2025-01-02 04:36:24,TX-N71X4XNBQWQT
11055,7000011054,1000011054,GATEWAY,PAID,99890.1,2024-02-05 13:51:26,TX-ITVATF7FNU45
11056,7000011055,1000011055,CASH,PAID,27588.0,2024-06-02 23:36:06,TX-XJDLJXYCPI2Y
11057,7000011056,1000011056,GATEWAY,FAILED,64207.2,,nan
11058,7000011057,1000011057,CARD,PAID,16872.0,2024-04-19 20:00:01,TX-1S5XZFJ65KQP
11059,7000011058,1000011058,TRANSFER,PAID,31036.5,2025-07-18 02:37:35,TX-HIH419ZYJO0W
11060,7000011059,1000011059,CARD,PAID,37500.0,2025-01-03 16:56:10,TX-38TUWYBPS1Q0
11061,7000011060,1000011060,CARD,REFUNDED,29403.0,2024-01-13 02:41:12,TX-SCJKRIB0N95G
11062,7000011061,1000011061,CARD,PAID,13068.0,2024-08-03 11:08:08,TX-6KDVRSARPWVL
11063,7000011062,1000011062,CASH,PAID,34485.0,2025-07-15 17:39:55,TX-F5RXWTWCOXHY
11064,7000011063,1000011063,GATEWAY,PAID,58072.5,2024-07-22 10:23:43,TX-PUPXPNOMP291
11065,7000011064,1000011064,CARD,PAID,15129.6,2024-07-02 02:14:29,TX-Q7ELPUZEUZQF
11066,7000011065,1000011065,GATEWAY,PAID,89835.0,2025-01-31 21:31:17,TX-H7KJH5ERZ1X2
11067,7000011066,1000011066,CARD,PAID,30303.0,2025-08-07 19:49:55,TX-85HYIEH3U8P8
11068,7000011067,1000011067,CARD,PAID,63273.0,2024-12-17 21:08:52,TX-VKT0FRY0GLR1
11069,7000011068,1000011068,GATEWAY,PAID,55650.0,2025-06-02 02:06:32,TX-KVJGQ55JG8BJ
11070,7000011069,1000011069,CARD,FAILED,24829.2,,nan
11071,7000011070,1000011070,CARD,PAID,17242.5,2024-03-07 06:52:19,TX-V3CP6WVHXWGJ
11072,7000011071,1000011071,CARD,PAID,38115.0,2025-09-27 08:19:20,TX-1S7ZFYE3QP20
11073,7000011072,1000011072,GATEWAY,FAILED,70170.0,,nan
11074,7000011073,1000011073,CASH,PAID,37243.8,2025-03-11 11:37:02,TX-BI90PC474LDW
11075,7000011074,1000011074,CARD,PAID,17835.0,2024-08-28 21:27:25,TX-3JIDDR2GQNSC
11076,7000011075,1000011075,CASH,PAID,41382.0,2024-07-22 09:28:16,TX-9FXLYH0X6JX8
11077,7000011076,1000011076,CARD,PAID,78945.0,2024-05-18 14:16:40,TX-C8UYH7QX6SDE
11078,7000011077,1000011077,CASH,PAID,29040.0,2024-04-01 14:54:43,TX-VJVBX42P7LMT
11079,7000011078,1000011078,GATEWAY,PAID,29040.0,2025-03-19 13:50:56,TX-QEO0BIS34NFB
11080,7000011079,1000011079,CARD,PAID,36474.0,2024-03-06 06:08:37,TX-21PBUNA2J8WH
11081,7000011080,1000011080,CARD,PAID,30167.4,2025-06-18 23:26:26,TX-K128ODWEX6YY
11082,7000011081,1000011081,GATEWAY,PAID,27036.0,2025-02-15 17:12:44,TX-MP369HWJ365M
11083,7000011082,1000011082,CARD,PAID,62438.1,2024-06-22 03:58:32,TX-AX0TARDHIG7Q
11084,7000011083,1000011083,CARD,FAILED,16146.0,,nan
11085,7000011084,1000011084,CARD,PAID,94309.5,2025-04-13 23:37:43,TX-UNQBWY92IJAZ
11086,7000011085,1000011085,GATEWAY,FAILED,109444.5,,nan
11087,7000011086,1000011086,GATEWAY,PAID,14268.0,2025-01-03 21:31:40,TX-T8ICZDM5ASV9
11088,7000011087,1000011087,GATEWAY,FAILED,97332.0,,nan
