shipment_sk,shipment_id,order_id,customer_sk,channel_sk,store_sk,shipped_date_sk,delivered_date_sk,carrier,tracking_number,status,shipped_at,delivered_at,delivery_time_days
11344,9000011343,1000011343,211,1,0,0,0,Correo Argentino,TRK-3WVGJY4LTF,SHIPPED,2024-02-16 15:35:34,2024-02-20 15:35:34,4.0
11345,9000011344,1000011344,1116,2,2,0,0,PICKUP,,DELIVERED,2025-04-12 13:58:16,2025-04-13 13:58:16,1.0
11346,9000011345,1000011345,93,1,0,0,0,Correo Argentino,TRK-PNFQLY59KX,DELIVERED,2024-09-16 01:34:02,2024-09-20 01:34:02,4.0
11347,9000011346,1000011346,9,2,4,0,0,PICKUP,,DELIVERED,2025-03-03 13:52:28,2025-03-04 13:52:28,1.0
11348,9000011347,1000011347,423,2,1,0,0,PICKUP,,DELIVERED,2025-01-09 07:31:43,2025-01-10 07:31:43,1.0
11349,9000011348,1000011348,686,2,2,0,0,PICKUP,,DELIVERED,2025-02-24 23:31:12,2025-02-25 23:31:12,1.0
11350,9000011349,1000011349,732,2,3,0,0,PICKUP,,DELIVERED,2024-04-12 11:14:01,2024-04-13 11:14:01,1.0
11351,9000011350,1000011350,882,2,4,0,0,PICKUP,,DELIVERED,2024-12-26 20:15:23,2024-12-27 20:15:23,1.0
11352,9000011351,1000011351,412,1,0,0,0,Correo Argentino,TRK-4APZ3KWO4C,DELIVERED,2024-02-06 12:29:21,2024-02-09 12:29:21,3.0
11353,9000011352,1000011352,253,1,0,0,0,Correo Argentino,TRK-KPNBICAURV,DELIVERED,2024-04-25 15:32:00,2024-04-29 15:32:00,4.0
11354,9000011353,1000011353,1018,1,0,0,0,Correo Argentino,TRK-UYXYK9WT62,DELIVERED,2025-03-10 19:22:02,2025-03-12 19:22:02,2.0
11355,9000011354,1000011354,11,1,0,0,0,Correo Argentino,TRK-DPVSN2ZCSS,SHIPPED,2025-04-12 04:55:32,2025-04-14 04:55:32,2.0
11356,9000011355,1000011355,1385,1,0,0,0,Correo Argentino,TRK-5Z3REQNXD3,DELIVERED,2024-09-24 05:23:11,2024-09-28 05:23:11,4.0
11357,9000011356,1000011356,1460,2,2,0,0,PICKUP,,DELIVERED,2025-05-10 09:36:02,2025-05-11 09:36:02,1.0
11358,9000011357,1000011357,576,1,0,0,0,Correo Argentino,TRK-FNFWDFF1CF,DELIVERED,2025-04-25 23:03:59,2025-04-27 23:03:59,2.0
11359,9000011358,1000011358,34,2,3,0,0,PICKUP,,DELIVERED,2024-09-08 16:51:39,2024-09-09 16:51:39,1.0
11360,9000011359,1000011359,737,1,0,0,0,Correo Argentino,TRK-I1NEDC5IGA,DELIVERED,2024-07-09 22:23:57,2024-07-13 22:23:57,4.0
11361,9000011360,1000011360,637,2,3,0,0,PICKUP,,DELIVERED,2025-02-14 01:16:31,2025-02-15 01:16:31,1.0
11362,9000011361,1000011361,1248,2,1,0,0,PICKUP,,DELIVERED,2024-05-05 22:36:31,2024-05-06 22:36:31,1.0
11363,9000011362,1000011362,874,1,0,0,0,Correo Argentino,TRK-W0B5YJFJ8G,DELIVERED,2024-01-04 09:30:03,2024-01-08 09:30:03,4.0
11364,9000011363,1000011363,1375,2,1,0,0,PICKUP,,DELIVERED,2024-07-31 16:37:43,2024-08-01 16:37:43,1.0
11365,9000011364,1000011364,922,2,4,0,0,PICKUP,,DELIVERED,2024-03-12 23:14:12,2024-03-13 23:14:12,1.0
11366,9000011365,1000011365,921,1,0,0,0,Correo Argentino,TRK-EQPXZTUMEJ,DELIVERED,2024-11-21 21:35:17,2024-11-25 21:35:17,4.0
11367,9000011366,1000011366,1439,2,1,0,0,PICKUP,,SHIPPED,2024-09-20 17:15:18,2024-09-21 17:15:18,1.0
11368,9000011367,1000011367,327,1,0,0,0,Correo Argentino,TRK-6283V3KT9X,DELIVERED,2024-06-05 15:08:54,2024-06-07 15:08:54,2.0
11369,9000011368,1000011368,475,2,2,0,0,PICKUP,,DELIVERED,2024-02-19 05:42:23,2024-02-20 05:42:23,1.0
11370,9000011369,1000011369,900,1,0,0,0,Correo Argentino,TRK-GI882CS8BX,DELIVERED,2024-12-23 23:16:06,2024-12-29 23:16:06,6.0
11371,9000011370,1000011370,1009,2,2,0,0,PICKUP,,DELIVERED,2024-12-25 20:55:40,2024-12-26 20:55:40,1.0
11372,9000011371,1000011371,862,2,1,0,0,PICKUP,,DELIVERED,2025-05-26 23:08:04,2025-05-27 23:08:04,1.0
11373,9000011372,1000011372,1461,1,0,0,0,Correo Argentino,,CANCELLED,,,
11374,9000011373,1000011373,497,2,2,0,0,PICKUP,,DELIVERED,2025-01-17 09:34:20,2025-01-18 09:34:20,1.0
11375,9000011374,1000011374,854,1,0,0,0,Correo Argentino,TRK-YT20BA33MP,DELIVERED,2025-06-23 19:47:43,2025-06-26 19:47:43,3.0
11376,9000011375,1000011375,1350,1,0,0,0,Correo Argentino,TRK-RYJJLV35QX,DELIVERED,2024-07-29 05:02:15,2024-08-03 05:02:15,5.0
11377,9000011376,1000011376,400,2,3,0,0,PICKUP,,SHIPPED,2024-08-18 12:01:49,2024-08-19 12:01:49,1.0
11378,9000011377,1000011377,528,2,1,0,0,PICKUP,,DELIVERED,2024-12-14 02:24:57,2024-12-15 02:24:57,1.0
11379,9000011378,1000011378,628,1,0,0,0,Correo Argentino,TRK-AS84TUUS9E,DELIVERED,2024-09-17 15:31:35,2024-09-21 15:31:35,4.0
11380,9000011379,1000011379,1237,2,2,0,0,PICKUP,,DELIVERED,2025-09-23 18:08:19,2025-09-24 18:08:19,1.0
11381,9000011380,1000011380,1164,1,0,0,0,Correo Argentino,TRK-YQ7820XWA2,SHIPPED,2025-05-15 03:14:26,2025-05-19 03:14:26,4.0
11382,9000011381,1000011381,256,1,0,0,0,Correo Argentino,TRK-3XMN9WYSVM,SHIPPED,2025-04-24 11:41:40,2025-04-29 11:41:40,5.0
11383,9000011382,1000011382,63,1,0,0,0,Correo Argentino,TRK-YXNCHWS5V4,DELIVERED,2024-07-30 05:42:06,2024-08-01 05:42:06,2.0
11384,9000011383,1000011383,2,2,4,0,0,PICKUP,,DELIVERED,2024-12-12 12:03:30,2024-12-13 12:03:30,1.0
11385,9000011384,1000011384,796,2,3,0,0,PICKUP,,CANCELLED,,,
11386,9000011385,1000011385,247,1,0,0,0,Correo Argentino,,CANCELLED,,,
11387,9000011386,1000011386,775,1,0,0,0,Correo Argentino,,CANCELLED,,,
11388,9000011387,1000011387,224,2,1,0,0,PICKUP,,DELIVERED,2024-02-08 07:50:26,2024-02-09 07:50:26,1.0
11389,9000011388,1000011388,664,1,0,0,0,Correo Argentino,,CANCELLED,,,
11390,9000011389,1000011389,1027,1,0,0,0,Correo Argentino,TRK-YBMBAW5DBE,DELIVERED,2024-09-13 18:29:09,2024-09-18 18:29:09,5.0
11391,9000011390,1000011390,673,2,3,0,0,PICKUP,,DELIVERED,2024-05-18 03:00:44,2024-05-19 03:00:44,1.0
11392,9000011391,1000011391,1017,1,0,0,0,Correo Argentino,TRK-ECXC3IEQ7T,SHIPPED,2024-10-05 10:00:40,2024-10-09 10:00:40,4.0
11393,9000011392,1000011392,1459,1,0,0,0,Correo Argentino,TRK-HYNMP6RM9H,DELIVERED,2024-02-18 13:12:39,2024-02-23 13:12:39,5.0
11394,9000011393,1000011393,860,1,0,0,0,Correo Argentino,TRK-5RWY7949D3,SHIPPED,2024-12-04 09:27:32,2024-12-09 09:27:32,5.0
11395,9000011394,1000011394,8,2,2,0,0,PICKUP,,DELIVERED,2025-08-30 20:03:39,2025-08-31 20:03:39,1.0
11396,9000011395,1000011395,158,2,4,0,0,PICKUP,,DELIVERED,2025-08-15 01:14:08,2025-08-16 01:14:08,1.0
11397,9000011396,1000011396,547,2,2,0,0,PICKUP,,DELIVERED,2025-02-07 09:47:03,2025-02-08 09:47:03,1.0
11398,9000011397,1000011397,1192,1,0,0,0,Correo Argentino,,CANCELLED,,,
11399,9000011398,1000011398,383,2,4,0,0,PICKUP,,DELIVERED,2025-09-28 07:13:11,2025-09-29 07:13:11,1.0
11400,9000011399,1000011399,87,1,0,0,0,Correo Argentino,TRK-U802E6HISP,DELIVERED,2024-03-22 00:49:28,2024-03-25 00:49:28,3.0
11401,9000011400,1000011400,972,1,0,0,0,Correo Argentino,TRK-SDSLZ3B4X1,DELIVERED,2024-09-16 00:21:00,2024-09-18 00:21:00,2.0
11402,9000011401,1000011401,10,2,1,0,0,PICKUP,,DELIVERED,2025-01-22 02:07:56,2025-01-23 02:07:56,1.0
11403,9000011402,1000011402,833,2,2,0,0,PICKUP,,SHIPPED,2024-07-30 18:37:38,2024-07-31 18:37:38,1.0
11404,9000011403,1000011403,66,2,3,0,0,PICKUP,,SHIPPED,2024-05-16 03:18:57,2024-05-17 03:18:57,1.0
11405,9000011404,1000011404,982,1,0,0,0,Correo Argentino,TRK-YDNITUU5WM,SHIPPED,2024-02-20 06:43:40,2024-02-24 06:43:40,4.0
11406,9000011405,1000011405,876,1,0,0,0,Correo Argentino,TRK-VNV3F176YK,DELIVERED,2025-07-28 05:42:56,2025-08-02 05:42:56,5.0
11407,9000011406,1000011406,904,2,3,0,0,PICKUP,,DELIVERED,2024-08-20 10:12:16,2024-08-21 10:12:16,1.0
11408,9000011407,1000011407,1010,1,0,0,0,Correo Argentino,TRK-JN9WEEPOR7,DELIVERED,2025-08-07 05:42:15,2025-08-09 05:42:15,2.0
11409,9000011408,1000011408,755,1,0,0,0,Correo Argentino,TRK-0L9HYPUGU3,DELIVERED,2025-08-15 09:10:19,2025-08-20 09:10:19,5.0
11410,9000011409,1000011409,1256,2,4,0,0,PICKUP,,SHIPPED,2024-04-11 10:07:43,2024-04-12 10:07:43,1.0
11411,9000011410,1000011410,593,2,3,0,0,PICKUP,,DELIVERED,2025-08-05 11:51:00,2025-08-06 11:51:00,1.0
11412,9000011411,1000011411,1457,1,0,0,0,Correo Argentino,TRK-WX10036SYT,DELIVERED,2024-08-09 18:13:57,2024-08-14 18:13:57,5.0
11413,9000011412,1000011412,1334,1,0,0,0,Correo Argentino,TRK-6UBIQSDMZN,DELIVERED,2024-04-03 22:08:11,2024-04-05 22:08:11,2.0
11414,9000011413,1000011413,526,1,0,0,0,Correo Argentino,TRK-75XD1X7IFL,SHIPPED,2025-05-16 06:29:50,2025-05-20 06:29:50,4.0
11415,9000011414,1000011414,317,1,0,0,0,Correo Argentino,TRK-XQ5IZVML4P,DELIVERED,2025-05-17 01:23:44,2025-05-19 01:23:44,2.0
11416,9000011415,1000011415,1190,1,0,0,0,Correo Argentino,TRK-3VJB005N0C,SHIPPED,2025-03-21 00:38:07,2025-03-23 00:38:07,2.0
11417,9000011416,1000011416,589,1,0,0,0,Correo Argentino,TRK-J7SGLKNO8X,DELIVERED,2025-02-09 06:08:47,2025-02-13 06:08:47,4.0
11418,9000011417,1000011417,481,2,3,0,0,PICKUP,,SHIPPED,2025-04-07 23:11:39,2025-04-08 23:11:39,1.0
11419,9000011418,1000011418,652,2,4,0,0,PICKUP,,DELIVERED,2024-02-18 14:28:59,2024-02-19 14:28:59,1.0
11420,9000011419,1000011419,23,1,0,0,0,Correo Argentino,TRK-5XAKT9G53J,DELIVERED,2024-10-08 00:36:45,2024-10-13 00:36:45,5.0
11421,9000011420,1000011420,1369,1,0,0,0,Correo Argentino,TRK-5TEQNUSBGY,DELIVERED,2024-10-16 01:33:07,2024-10-21 01:33:07,5.0
11422,9000011421,1000011421,534,1,0,0,0,Correo Argentino,TRK-3ZZY4D8EOB,DELIVERED,2024-05-24 22:13:10,2024-05-29 22:13:10,5.0
11423,9000011422,1000011422,603,1,0,0,0,Correo Argentino,TRK-3EG2DTZSTX,DELIVERED,2025-06-27 23:45:17,2025-06-30 23:45:17,3.0
11424,9000011423,1000011423,1279,1,0,0,0,Correo Argentino,TRK-8KL323I1P4,DELIVERED,2024-09-27 02:05:56,2024-10-02 02:05:56,5.0
11425,9000011424,1000011424,1451,1,0,0,0,Correo Argentino,TRK-KW9XOD4V5K,DELIVERED,2025-02-04 19:35:21,2025-02-08 19:35:21,4.0
11426,9000011425,1000011425,847,1,0,0,0,Correo Argentino,TRK-Z0SY5BT9N8,SHIPPED,2025-05-31 08:13:53,2025-06-02 08:13:53,2.0
11427,9000011426,1000011426,972,1,0,0,0,Correo Argentino,TRK-T1X3274ESM,DELIVERED,2025-04-29 23:04:55,2025-05-03 23:04:55,4.0
11428,9000011427,1000011427,349,1,0,0,0,Correo Argentino,TRK-BXIRXOXRQ3,DELIVERED,2024-12-19 10:17:03,2024-12-22 10:17:03,3.0
11429,9000011428,1000011428,1254,2,2,0,0,PICKUP,,DELIVERED,2024-12-03 10:12:59,2024-12-04 10:12:59,1.0
11430,9000011429,1000011429,893,1,0,0,0,Correo Argentino,TRK-ZSU5K7C9TE,SHIPPED,2024-10-12 10:30:24,2024-10-16 10:30:24,4.0
11431,9000011430,1000011430,1407,1,0,0,0,Correo Argentino,TRK-UMHE21JHHO,READY,2024-11-26 00:00:39,2024-11-28 00:00:39,2.0
11432,9000011431,1000011431,378,2,1,0,0,PICKUP,,DELIVERED,2024-06-08 23:08:58,2024-06-09 23:08:58,1.0
11433,9000011432,1000011432,615,1,0,0,0,Correo Argentino,TRK-MYWRTR89UU,DELIVERED,2025-08-29 10:36:39,2025-09-01 10:36:39,3.0
11434,9000011433,1000011433,346,2,3,0,0,PICKUP,,DELIVERED,2024-09-15 19:03:36,2024-09-16 19:03:36,1.0
11435,9000011434,1000011434,807,1,0,0,0,Correo Argentino,TRK-NM3UHUBTQD,DELIVERED,2025-09-03 04:20:33,2025-09-06 04:20:33,3.0
11436,9000011435,1000011435,14,1,0,0,0,Correo Argentino,TRK-WVDH7WGX62,DELIVERED,2025-08-22 05:28:41,2025-08-27 05:28:41,5.0
11437,9000011436,1000011436,1294,1,0,0,0,Correo Argentino,TRK-N966TIOPEX,DELIVERED,2024-09-14 01:20:00,2024-09-17 01:20:00,3.0
11438,9000011437,1000011437,1462,1,0,0,0,Correo Argentino,TRK-5FUBU1R0TO,DELIVERED,2025-09-11 16:22:51,2025-09-14 16:22:51,3.0
11439,9000011438,1000011438,669,2,3,0,0,PICKUP,,DELIVERED,2024-12-09 21:56:50,2024-12-10 21:56:50,1.0
11440,9000011439,1000011439,420,2,2,0,0,PICKUP,,DELIVERED,2024-09-10 23:57:40,2024-09-11 23:57:40,1.0
11441,9000011440,1000011440,1297,1,0,0,0,Correo Argentino,,CANCELLED,,,
11442,9000011441,1000011441,1235,2,4,0,0,PICKUP,,DELIVERED,2025-04-10 23:55:15,2025-04-11 23:55:15,1.0
11443,9000011442,1000011442,1244,1,0,0,0,Correo Argentino,TRK-D5I59TQ9MY,DELIVERED,2024-09-23 03:22:25,2024-09-26 03:22:25,3.0
11444,9000011443,1000011443,320,1,0,0,0,Correo Argentino,TRK-NCZA7R0U7L,DELIVERED,2025-07-23 09:15:08,2025-07-26 09:15:08,3.0
11445,9000011444,1000011444,1240,1,0,0,0,Correo Argentino,,CANCELLED,,,
11446,9000011445,1000011445,486,1,0,0,0,Correo Argentino,TRK-HQ8RS10RSF,DELIVERED,2025-03-15 10:35:38,2025-03-18 10:35:38,3.0
11447,9000011446,1000011446,789,1,0,0,0,Correo Argentino,TRK-7CR8SFV63T,SHIPPED,2024-07-26 07:48:22,2024-07-30 07:48:22,4.0
11448,9000011447,1000011447,147,2,4,0,0,PICKUP,,DELIVERED,2025-05-26 05:22:00,2025-05-27 05:22:00,1.0
11449,9000011448,1000011448,82,2,4,0,0,PICKUP,,DELIVERED,2025-08-13 05:23:19,2025-08-14 05:23:19,1.0
11450,9000011449,1000011449,566,2,4,0,0,PICKUP,,SHIPPED,2024-03-29 12:40:18,2024-03-30 12:40:18,1.0
11451,9000011450,1000011450,1471,2,4,0,0,PICKUP,,DELIVERED,2024-01-05 11:58:37,2024-01-06 11:58:37,1.0
11452,9000011451,1000011451,336,1,0,0,0,Correo Argentino,TRK-GJIPOEP8JU,READY,2025-04-22 21:28:46,2025-04-26 21:28:46,4.0
11453,9000011452,1000011452,792,1,0,0,0,Correo Argentino,TRK-GDHG2BHUZM,DELIVERED,2025-05-09 19:41:22,2025-05-12 19:41:22,3.0
11454,9000011453,1000011453,1447,1,0,0,0,Correo Argentino,TRK-IX7PIMQ29X,DELIVERED,2024-05-14 22:22:48,2024-05-19 22:22:48,5.0
11455,9000011454,1000011454,1214,2,3,0,0,PICKUP,,DELIVERED,2024-09-15 09:57:47,2024-09-16 09:57:47,1.0
11456,9000011455,1000011455,973,2,3,0,0,PICKUP,,DELIVERED,2025-06-28 22:54:32,2025-06-29 22:54:32,1.0
11457,9000011456,1000011456,1169,2,1,0,0,PICKUP,,DELIVERED,2025-07-21 14:31:41,2025-07-22 14:31:41,1.0
11458,9000011457,1000011457,843,1,0,0,0,Correo Argentino,TRK-N86FSIN1X5,DELIVERED,2024-03-09 09:56:46,2024-03-13 09:56:46,4.0
11459,9000011458,1000011458,1393,1,0,0,0,Correo Argentino,TRK-C7RD60W26C,SHIPPED,2025-09-09 12:30:09,2025-09-13 12:30:09,4.0
11460,9000011459,1000011459,800,2,2,0,0,PICKUP,,DELIVERED,2024-01-20 22:23:45,2024-01-21 22:23:45,1.0
11461,9000011460,1000011460,1084,2,4,0,0,PICKUP,,DELIVERED,2025-06-10 20:44:33,2025-06-11 20:44:33,1.0
11462,9000011461,1000011461,793,2,2,0,0,PICKUP,,DELIVERED,2024-09-24 05:27:39,2024-09-25 05:27:39,1.0
11463,9000011462,1000011462,1242,2,2,0,0,PICKUP,,CANCELLED,,,
11464,9000011463,1000011463,525,1,0,0,0,Correo Argentino,TRK-VJLLKKZA1Q,DELIVERED,2025-06-19 09:25:17,2025-06-21 09:25:17,2.0
11465,9000011464,1000011464,1004,2,3,0,0,PICKUP,,DELIVERED,2024-12-03 16:56:35,2024-12-04 16:56:35,1.0
11466,9000011465,1000011465,1138,1,0,0,0,Correo Argentino,TRK-DCL8AROVIW,DELIVERED,2024-05-01 04:55:15,2024-05-06 04:55:15,5.0
11467,9000011466,1000011466,1420,1,0,0,0,Correo Argentino,TRK-9WHCWO1BMS,DELIVERED,2025-05-05 10:47:19,2025-05-08 10:47:19,3.0
11468,9000011467,1000011467,603,1,0,0,0,Correo Argentino,TRK-LPXHTB4VEO,DELIVERED,2024-08-04 06:52:54,2024-08-08 06:52:54,4.0
11469,9000011468,1000011468,170,2,4,0,0,PICKUP,,DELIVERED,2024-09-09 16:42:28,2024-09-10 16:42:28,1.0
11470,9000011469,1000011469,850,1,0,0,0,Correo Argentino,,CANCELLED,,,
11471,9000011470,1000011470,1128,1,0,0,0,Correo Argentino,TRK-4SXPA5U7J9,DELIVERED,2025-09-14 21:09:59,2025-09-17 21:09:59,3.0
11472,9000011471,1000011471,561,1,0,0,0,Correo Argentino,TRK-RKXXFCQRGQ,SHIPPED,2024-10-14 01:59:22,2024-10-19 01:59:22,5.0
11473,9000011472,1000011472,1179,1,0,0,0,Correo Argentino,TRK-LM0RHMIRXV,DELIVERED,2025-01-03 04:08:00,2025-01-06 04:08:00,3.0
11474,9000011473,1000011473,461,1,0,0,0,Correo Argentino,TRK-SWQDE2HCMD,SHIPPED,2024-10-01 01:35:24,2024-10-05 01:35:24,4.0
11475,9000011474,1000011474,1276,1,0,0,0,Correo Argentino,TRK-MOXRUQBX2I,DELIVERED,2024-02-09 18:23:14,2024-02-11 18:23:14,2.0
11476,9000011475,1000011475,1306,2,2,0,0,PICKUP,,DELIVERED,2024-08-20 15:33:11,2024-08-21 15:33:11,1.0
11477,9000011476,1000011476,94,1,0,0,0,Correo Argentino,TRK-IPBIR82I6Q,DELIVERED,2024-08-28 04:23:42,2024-09-02 04:23:42,5.0
11478,9000011477,1000011477,331,1,0,0,0,Correo Argentino,TRK-ACRBJR2MRM,DELIVERED,2024-05-28 05:01:50,2024-06-02 05:01:50,5.0
11479,9000011478,1000011478,667,1,0,0,0,Correo Argentino,TRK-2URA30MDP3,DELIVERED,2024-08-02 10:55:22,2024-08-05 10:55:22,3.0
11480,9000011479,1000011479,353,2,4,0,0,PICKUP,,DELIVERED,2024-11-09 04:34:18,2024-11-10 04:34:18,1.0
11481,9000011480,1000011480,501,1,0,0,0,Correo Argentino,TRK-Z5ITNKPNVO,DELIVERED,2025-09-18 07:01:56,2025-09-21 07:01:56,3.0
11482,9000011481,1000011481,1475,1,0,0,0,Correo Argentino,TRK-O67KOVHKHI,DELIVERED,2024-05-04 18:22:31,2024-05-09 18:22:31,5.0
11483,9000011482,1000011482,1262,1,0,0,0,Correo Argentino,,CANCELLED,,,
11484,9000011483,1000011483,726,1,0,0,0,Correo Argentino,TRK-6TP2SQYKPB,DELIVERED,2024-06-02 11:20:41,2024-06-06 11:20:41,4.0
11485,9000011484,1000011484,92,1,0,0,0,Correo Argentino,TRK-ZWI6HKP2OH,DELIVERED,2025-01-30 07:29:10,2025-02-03 07:29:10,4.0
11486,9000011485,1000011485,157,2,4,0,0,PICKUP,,DELIVERED,2024-09-15 16:59:42,2024-09-16 16:59:42,1.0
11487,9000011486,1000011486,498,2,2,0,0,PICKUP,,DELIVERED,2024-05-10 00:10:14,2024-05-11 00:10:14,1.0
11488,9000011487,1000011487,508,1,0,0,0,Correo Argentino,TRK-1KKC8RU9AH,DELIVERED,2024-06-23 15:07:00,2024-06-26 15:07:00,3.0
11489,9000011488,1000011488,254,2,4,0,0,PICKUP,,SHIPPED,2024-05-20 05:51:38,2024-05-21 05:51:38,1.0
11490,9000011489,1000011489,659,2,2,0,0,PICKUP,,SHIPPED,2024-09-14 21:10:13,2024-09-15 21:10:13,1.0
11491,9000011490,1000011490,947,1,0,0,0,Correo Argentino,TRK-CSTUFLNN38,DELIVERED,2024-03-27 04:30:49,2024-04-01 04:30:49,5.0
11492,9000011491,1000011491,430,1,0,0,0,Correo Argentino,TRK-38S30ZCTCS,DELIVERED,2025-09-09 07:05:00,2025-09-14 07:05:00,5.0
11493,9000011492,1000011492,837,1,0,0,0,Correo Argentino,TRK-LVMVX3MN7A,SHIPPED,2024-10-31 11:02:07,2024-11-02 11:02:07,2.0
11494,9000011493,1000011493,425,2,1,0,0,PICKUP,,DELIVERED,2024-01-25 10:12:25,2024-01-26 10:12:25,1.0
11495,9000011494,1000011494,1033,1,0,0,0,Correo Argentino,TRK-ZFUYMFWE51,SHIPPED,2024-11-19 23:49:28,2024-11-24 23:49:28,5.0
11496,9000011495,1000011495,893,1,0,0,0,Correo Argentino,TRK-ZU743L4R1Z,DELIVERED,2024-12-14 14:16:39,2024-12-18 14:16:39,4.0
11497,9000011496,1000011496,863,1,0,0,0,Correo Argentino,TRK-Y64F11RD06,DELIVERED,2025-08-20 03:02:02,2025-08-24 03:02:02,4.0
11498,9000011497,1000011497,444,1,0,0,0,Correo Argentino,,CANCELLED,,,
11499,9000011498,1000011498,230,1,0,0,0,Correo Argentino,TRK-A3N8NF18ST,DELIVERED,2024-03-17 14:32:21,2024-03-21 14:32:21,4.0
11500,9000011499,1000011499,928,1,0,0,0,Correo Argentino,TRK-A26F9WQQ8V,SHIPPED,2024-01-17 22:42:12,2024-01-19 22:42:12,2.0
11501,9000011500,1000011500,42,1,0,0,0,Correo Argentino,TRK-RGCQUJKI9H,DELIVERED,2025-03-06 17:29:05,2025-03-11 17:29:05,5.0
11502,9000011501,1000011501,14,2,1,0,0,PICKUP,,DELIVERED,2024-05-28 14:57:29,2024-05-29 14:57:29,1.0
11503,9000011502,1000011502,294,2,3,0,0,PICKUP,,DELIVERED,2024-09-02 21:10:19,2024-09-03 21:10:19,1.0
11504,9000011503,1000011503,24,1,0,0,0,Correo Argentino,TRK-JPTADWKLR0,DELIVERED,2024-12-25 18:07:10,2024-12-28 18:07:10,3.0
11505,9000011504,1000011504,1292,1,0,0,0,Correo Argentino,,CANCELLED,,,
11506,9000011505,1000011505,837,1,0,0,0,Correo Argentino,TRK-X0HHVGVP6K,DELIVERED,2024-10-09 14:53:50,2024-10-13 14:53:50,4.0
11507,9000011506,1000011506,1151,1,0,0,0,Correo Argentino,,CANCELLED,,,
11508,9000011507,1000011507,150,1,0,0,0,Correo Argentino,TRK-4B6XFOI63C,DELIVERED,2025-04-03 00:13:46,2025-04-05 00:13:46,2.0
11509,9000011508,1000011508,909,1,0,0,0,Correo Argentino,TRK-FZUZ58TO4B,DELIVERED,2024-05-17 21:26:04,2024-05-20 21:26:04,3.0
11510,9000011509,1000011509,966,1,0,0,0,Correo Argentino,TRK-TOKW7WARXE,DELIVERED,2025-02-03 19:22:58,2025-02-06 19:22:58,3.0
11511,9000011510,1000011510,199,1,0,0,0,Correo Argentino,TRK-WX8AGD8FYB,DELIVERED,2024-08-09 00:46:35,2024-08-12 00:46:35,3.0
11512,9000011511,1000011511,177,1,0,0,0,Correo Argentino,TRK-1NUL1D2CA2,SHIPPED,2025-03-08 21:11:34,2025-03-11 21:11:34,3.0
11513,9000011512,1000011512,82,1,0,0,0,Correo Argentino,TRK-WAG94BY782,DELIVERED,2024-07-09 15:29:28,2024-07-13 15:29:28,4.0
11514,9000011513,1000011513,141,2,2,0,0,PICKUP,,DELIVERED,2025-01-18 01:43:11,2025-01-19 01:43:11,1.0
11515,9000011514,1000011514,916,1,0,0,0,Correo Argentino,TRK-25QYR0OXUG,DELIVERED,2024-08-10 20:41:55,2024-08-15 20:41:55,5.0
11516,9000011515,1000011515,1357,2,1,0,0,PICKUP,,DELIVERED,2025-07-14 00:38:44,2025-07-15 00:38:44,1.0
11517,9000011516,1000011516,658,1,0,0,0,Correo Argentino,TRK-IZEEMUYQQ1,SHIPPED,2025-03-31 23:52:07,2025-04-05 23:52:07,5.0
11518,9000011517,1000011517,234,2,1,0,0,PICKUP,,DELIVERED,2025-01-18 22:56:54,2025-01-19 22:56:54,1.0
11519,9000011518,1000011518,162,1,0,0,0,Correo Argentino,TRK-V1LW3GH09G,DELIVERED,2025-02-24 02:00:40,2025-02-28 02:00:40,4.0
11520,9000011519,1000011519,647,1,0,0,0,Correo Argentino,TRK-GY8VT3ETZG,SHIPPED,2025-02-09 16:18:09,2025-02-12 16:18:09,3.0
11521,9000011520,1000011520,284,1,0,0,0,Correo Argentino,TRK-FWXCLQC2TY,DELIVERED,2024-05-18 20:39:01,2024-05-20 20:39:01,2.0
11522,9000011521,1000011521,8,1,0,0,0,Correo Argentino,TRK-A8ZSDSIT64,DELIVERED,2025-06-06 19:49:42,2025-06-09 19:49:42,3.0
11523,9000011522,1000011522,1260,1,0,0,0,Correo Argentino,TRK-4QJJ74XTXE,DELIVERED,2025-02-03 20:19:35,2025-02-08 20:19:35,5.0
11524,9000011523,1000011523,1435,2,2,0,0,PICKUP,,DELIVERED,2024-06-02 05:09:04,2024-06-03 05:09:04,1.0
11525,9000011524,1000011524,131,1,0,0,0,Correo Argentino,TRK-771ZXVPANK,SHIPPED,2025-02-27 00:35:27,2025-03-04 00:35:27,5.0
11526,9000011525,1000011525,10,1,0,0,0,Correo Argentino,TRK-7PROTKFOVZ,DELIVERED,2024-03-21 15:16:48,2024-03-28 15:16:48,7.0
11527,9000011526,1000011526,736,1,0,0,0,Correo Argentino,TRK-XGZVN85N7N,DELIVERED,2024-10-26 09:32:14,2024-10-28 09:32:14,2.0
11528,9000011527,1000011527,915,2,3,0,0,PICKUP,,DELIVERED,2024-10-21 12:04:07,2024-10-22 12:04:07,1.0
11529,9000011528,1000011528,75,1,0,0,0,Correo Argentino,TRK-ZTCDCCA5DE,DELIVERED,2024-07-23 05:17:02,2024-07-26 05:17:02,3.0
11530,9000011529,1000011529,69,2,1,0,0,PICKUP,,DELIVERED,2024-06-05 07:54:30,2024-06-06 07:54:30,1.0
